execution_count,total_worker_time,min_worker_time,max_worker_time,total_physical_reads,min_physical_reads,max_physical_reads,total_logical_reads,min_logical_reads,max_logical_reads,total_logical_writes,min_logical_writes,max_logical_writes,total_clr_time,min_clr_time,max_clr_time,total_elapsed_time,min_elapsed_time,max_elapsed_time,db_name,timestamp,hash
4,4457,649,11372,0,0,8,579,144,156,0,0,0,0,0,0,4460,649,11373,msdb,10/23/2020 14:43:02,7447b4a697ce6d65385f4e9fbd91d6b04f7d1dd9714c49169e9e2bc074ead2ed
45,92527125,1976530,2331586,0,0,10,1302738,27510,29257,0,0,1,0,0,0,58217259,1040347,3438548,StackOverflow2010,10/23/2020 14:43:02,4e88d963cb88304ceef2eab021442c691d3717a1bfa9e14fbca561a0c6711d68
2,402,113,529,0,0,0,10,5,85,0,0,0,0,0,0,403,113,530,msdb,10/23/2020 14:43:02,aa3c4a8aaf846b663eef9a30be540c1c69f6c68040e71b9c34b440b39a01f28d
2,1582,482,2310,0,0,0,344,172,172,0,0,0,0,0,0,1583,482,2311,,10/23/2020 14:43:02,953be3ea070f74f64de3d7b8c823fb762ff2fb21e4ba236c106c8635298c5438
2,1692,526,1441,0,0,0,344,172,172,0,0,0,0,0,0,1694,526,1441,,10/23/2020 14:43:02,b83e8bdcce1975988510f57c816f61ea3f66b1c98d22c4534412e5c297e1a85a
1,2265,1925,83806,0,0,0,20,5,90,0,0,1,0,0,0,2265,1926,88271,msdb,10/23/2020 14:43:02,a22e32e9776753c21d82f4beabf5f34cb638b6a324e3f2fb4663984771973fa2
1,436,406,2349,0,0,0,38,38,38,0,0,0,0,0,0,436,406,2349,msdb,10/23/2020 14:43:02,c2068250b7cc9d292f7e8ccbea5c8cfa15cc9d55d935d540f6a5959ba896e626
6321,237432,10,9051,0,0,48,19196,3,20,32,0,5,0,0,0,238823,10,65613,StackOverflow2010,10/23/2020 14:43:02,7bd85c3a6dea7b00a99fe584b38041eb067ce328c3855a48a18300949fee1f79
5,1111,133,1587,0,0,0,30,6,6,0,0,0,0,0,0,1113,133,1588,msdb,10/23/2020 14:43:02,8217106256f8f3a4ec0963b563c800345d2766f4c745864f4372761afe5334c6
1,861,859,180185,0,0,0,6,0,94,0,0,0,0,0,0,863,861,190587,msdb,10/23/2020 14:43:02,ed4260ca6c4d3f06ce4cc514996ce13c1d2d5ef2fcd4147a8f22df8801a07277
2,1982,767,3537,0,0,0,12,6,23,0,0,1,0,0,0,1983,768,62564,msdb,10/23/2020 14:43:02,2d4265199be88c42d080f1f9cdb4078d427f8d625306a77a95effdb292e61da2
5200,330932,20,9394,0,0,32,16563,3,19,124,0,5,0,0,0,380312,20,23451,StackOverflow2010,10/23/2020 14:44:02,8041c5cad44dab055bd9bc1e954d3a74e4fb91dcb975df7f14c429ffdd7e7d2a
45,1352981,23608,95784,0,0,49,27053,601,683,4,0,2,0,0,0,2476515,23704,530525,StackOverflow2010,10/23/2020 14:44:02,1d7cf63d199727bb4ec1db1ae42ef552ddd7f7597724dbbf1cdf8132bb6c9f29
2,967,298,652,0,0,0,344,172,172,0,0,0,0,0,0,968,298,653,,10/23/2020 14:44:02,0a990a1a95ea84db70656fbff4fca7ec2df31dd3307adf4ef20941e398868c5a
1,68,37,346,0,0,0,0,0,0,0,0,0,0,0,0,68,37,347,msdb,10/23/2020 14:44:02,fb5e9076c53717b8636b6dcde4af71b54c2730bbbcd7c257851ac90f10e75f83
2,61,18,101,0,0,0,6,3,4,0,0,0,0,0,0,61,18,101,msdb,10/23/2020 14:44:02,496307453d6e1ef57322960c4f9d3450ed3103ef5936c8f59c970bf249808d96
43,45897,623,5603,0,0,32,16939,393,441,0,0,3,0,0,0,45911,623,9023,StackOverflow2010,10/23/2020 14:44:02,bbba4f7ad05635c0393dae6ac9d92f71032803b6bdf01811d2abf0e972d19e9f
1,66,66,122,0,0,0,0,0,0,0,0,0,0,0,0,67,67,122,master,10/23/2020 14:44:02,2217aba9f88692405aa0decf28a541f1292bd7bb3200a955f6ad97de203dd325
101,124439,755,11849,0,0,4294,90149,890,2106,1,0,2,0,0,0,124479,755,98722,StackOverflow2010,10/23/2020 14:44:02,6a4af36b02c067611b0aef9944806ad5ac66eb40377854b93132a8a691d4dcba
2,129,43,87,0,0,0,4,2,2,0,0,0,0,0,0,130,43,88,,10/23/2020 14:44:02,14304738d42697f115503a20eb8925d34a7de3ff8fb9491d84ea9990b31783ab
2,11485,4318,243289,0,0,0,34,17,171,0,0,0,0,0,0,88647,4380,649460,msdb,10/23/2020 14:44:02,7c68a9bf34520456cf8b14a22d4ee513288b34b97290d06ab63a30fddbd14a9d
1,1427,126,2065,0,0,0,17,8,25,0,0,1,0,0,0,1428,924,2065,msdb,10/23/2020 14:44:02,70417d258d9fe0a9cdf5575e6da5f17265bdc80c0dd978f625a1f3e49d4ab542
2,12940,3362,41344,0,0,0,26,13,13,0,0,0,0,0,0,15611,3407,387767,msdb,10/23/2020 14:44:02,347ff9829193d2cfcdccbf1b01c180f7bc91356f1bf063576ab3e4748a346138
2,100,41,305,0,0,0,6,3,3,0,0,0,0,0,0,99,41,306,master,10/23/2020 14:44:02,240a6054e7b283dbb60a4aba8a7ef36eca4e6ffc7b853b242d0be37a58421bf8
1,69,50,153,0,0,0,0,0,0,0,0,0,0,0,0,69,50,154,msdb,10/23/2020 14:44:02,07cd99c934008cc2f7aba63c815ada87d53428b400b0b15ec1525bcd20811f93
1,909,457,1781,0,0,0,6,0,6,0,0,0,0,0,0,911,644,1782,msdb,10/23/2020 14:44:02,71f072da84be4d1c7ae55257c696834aded2c55c90e6797ee3a048fa45e0c84b
2,1071,168,1161,0,0,0,12,0,6,0,0,0,0,0,0,1071,241,1162,msdb,10/23/2020 14:44:02,f872e93bb28ab4c30cd028e840c84a06e3a8430870839104f561e2c9ed7871fc
4,3981,649,11372,0,0,8,582,144,156,0,0,0,0,0,0,3984,649,11373,msdb,10/23/2020 14:44:02,7447b4a697ce6d65385f4e9fbd91d6b04f7d1dd9714c49169e9e2bc074ead2ed
49,100314665,1976530,2331586,0,0,10,1425535,27510,29373,0,0,1,0,0,0,65098119,1036963,3438548,StackOverflow2010,10/23/2020 14:44:02,4e88d963cb88304ceef2eab021442c691d3717a1bfa9e14fbca561a0c6711d68
1,124,124,622,0,0,16,2,2,30,0,0,0,0,0,0,125,124,1237,master,10/23/2020 14:44:02,4bc5fe2badac4a7e972ba0b9ae975bb5d1385dded422413b806f5cbe0aefafa0
2,391,113,529,0,0,0,10,5,85,0,0,0,0,0,0,392,113,530,msdb,10/23/2020 14:44:02,aa3c4a8aaf846b663eef9a30be540c1c69f6c68040e71b9c34b440b39a01f28d
2,1577,482,2310,0,0,0,344,172,172,0,0,0,0,0,0,1577,482,2311,,10/23/2020 14:44:02,953be3ea070f74f64de3d7b8c823fb762ff2fb21e4ba236c106c8635298c5438
1,49075,30045,85459,0,0,0,0,0,150,0,0,0,0,0,0,115955,30213,1442405,master,10/23/2020 14:44:02,ee0e8737baa78a65187d9bd08e8705f87e539394b8d4ee9aca8408f1e4841da8
2,1678,526,1441,0,0,0,344,172,172,0,0,0,0,0,0,1679,526,1441,,10/23/2020 14:44:02,b83e8bdcce1975988510f57c816f61ea3f66b1c98d22c4534412e5c297e1a85a
1,2759,1925,83806,0,0,0,20,5,90,0,0,1,0,0,0,2760,1926,88271,msdb,10/23/2020 14:44:02,a22e32e9776753c21d82f4beabf5f34cb638b6a324e3f2fb4663984771973fa2
1,695,406,2349,0,0,0,38,38,38,0,0,0,0,0,0,696,406,2349,msdb,10/23/2020 14:44:02,c2068250b7cc9d292f7e8ccbea5c8cfa15cc9d55d935d540f6a5959ba896e626
3566,145024,10,9051,0,0,48,10824,3,20,20,0,5,0,0,0,145880,10,65613,StackOverflow2010,10/23/2020 14:44:02,7bd85c3a6dea7b00a99fe584b38041eb067ce328c3855a48a18300949fee1f79
5,1534,133,1587,0,0,0,30,6,6,0,0,0,0,0,0,1535,133,1588,msdb,10/23/2020 14:44:02,8217106256f8f3a4ec0963b563c800345d2766f4c745864f4372761afe5334c6
1,1195,859,180185,0,0,0,6,0,94,0,0,0,0,0,0,1196,861,190587,msdb,10/23/2020 14:44:02,ed4260ca6c4d3f06ce4cc514996ce13c1d2d5ef2fcd4147a8f22df8801a07277
2,2282,767,3537,0,0,0,12,6,23,0,0,1,0,0,0,2283,768,62564,msdb,10/23/2020 14:44:02,2d4265199be88c42d080f1f9cdb4078d427f8d625306a77a95effdb292e61da2
2,1118,168,1161,0,0,0,12,0,6,0,0,0,0,0,0,1121,241,1162,msdb,10/23/2020 14:45:02,f872e93bb28ab4c30cd028e840c84a06e3a8430870839104f561e2c9ed7871fc
5300,317564,20,9394,0,0,32,16854,3,19,125,0,5,0,0,0,358318,20,23451,StackOverflow2010,10/23/2020 14:45:02,8041c5cad44dab055bd9bc1e954d3a74e4fb91dcb975df7f14c429ffdd7e7d2a
62,1683606,23608,95784,0,0,49,37262,601,683,2,0,2,0,0,0,2251953,23704,530525,StackOverflow2010,10/23/2020 14:45:02,1d7cf63d199727bb4ec1db1ae42ef552ddd7f7597724dbbf1cdf8132bb6c9f29
2,1037,298,652,0,0,0,344,172,172,0,0,0,0,0,0,1037,298,653,,10/23/2020 14:45:02,0a990a1a95ea84db70656fbff4fca7ec2df31dd3307adf4ef20941e398868c5a
1,63,37,346,0,0,0,0,0,0,0,0,0,0,0,0,63,37,347,msdb,10/23/2020 14:45:02,fb5e9076c53717b8636b6dcde4af71b54c2730bbbcd7c257851ac90f10e75f83
1,1546,126,2065,0,0,0,17,8,25,0,0,1,0,0,0,1547,924,2065,msdb,10/23/2020 14:45:02,70417d258d9fe0a9cdf5575e6da5f17265bdc80c0dd978f625a1f3e49d4ab542
53,55111,623,5603,0,0,32,20883,393,441,0,0,3,0,0,0,55129,623,9023,StackOverflow2010,10/23/2020 14:45:02,bbba4f7ad05635c0393dae6ac9d92f71032803b6bdf01811d2abf0e972d19e9f
124,149395,755,11849,0,0,4294,110691,890,2106,5,0,2,0,0,0,149445,755,98722,StackOverflow2010,10/23/2020 14:45:02,6a4af36b02c067611b0aef9944806ad5ac66eb40377854b93132a8a691d4dcba
2,143,43,87,0,0,0,4,2,2,0,0,0,0,0,0,143,43,88,,10/23/2020 14:45:02,14304738d42697f115503a20eb8925d34a7de3ff8fb9491d84ea9990b31783ab
2,13125,4318,243289,0,0,0,34,17,171,0,0,0,0,0,0,84120,4380,649460,msdb,10/23/2020 14:45:02,7c68a9bf34520456cf8b14a22d4ee513288b34b97290d06ab63a30fddbd14a9d
2,22586,3362,41344,0,0,0,26,13,13,0,0,0,0,0,0,43270,3407,387767,msdb,10/23/2020 14:45:02,347ff9829193d2cfcdccbf1b01c180f7bc91356f1bf063576ab3e4748a346138
2,111,41,305,0,0,0,6,3,3,0,0,0,0,0,0,113,41,306,master,10/23/2020 14:45:02,240a6054e7b283dbb60a4aba8a7ef36eca4e6ffc7b853b242d0be37a58421bf8
1,75,50,153,0,0,0,0,0,0,0,0,0,0,0,0,76,50,154,msdb,10/23/2020 14:45:02,07cd99c934008cc2f7aba63c815ada87d53428b400b0b15ec1525bcd20811f93
1,893,457,1781,0,0,0,6,0,6,0,0,0,0,0,0,893,644,1782,msdb,10/23/2020 14:45:02,71f072da84be4d1c7ae55257c696834aded2c55c90e6797ee3a048fa45e0c84b
4,3840,649,11372,0,0,8,579,144,156,0,0,0,0,0,0,3843,649,11373,msdb,10/23/2020 14:45:02,7447b4a697ce6d65385f4e9fbd91d6b04f7d1dd9714c49169e9e2bc074ead2ed
44,90229640,1976530,2331586,0,0,10,1284493,27510,29491,1,0,1,0,0,0,63076112,1036963,3438548,StackOverflow2010,10/23/2020 14:45:02,4e88d963cb88304ceef2eab021442c691d3717a1bfa9e14fbca561a0c6711d68
2,396,113,529,0,0,0,10,5,85,0,0,0,0,0,0,396,113,530,msdb,10/23/2020 14:45:02,aa3c4a8aaf846b663eef9a30be540c1c69f6c68040e71b9c34b440b39a01f28d
2,1538,482,2310,0,0,0,344,172,172,0,0,0,0,0,0,1539,482,2311,,10/23/2020 14:45:02,953be3ea070f74f64de3d7b8c823fb762ff2fb21e4ba236c106c8635298c5438
2,72,18,101,0,0,0,6,3,4,0,0,0,0,0,0,73,18,101,msdb,10/23/2020 14:45:02,496307453d6e1ef57322960c4f9d3450ed3103ef5936c8f59c970bf249808d96
1,3085,1925,83806,0,0,0,20,5,90,0,0,1,0,0,0,3087,1926,88271,msdb,10/23/2020 14:45:02,a22e32e9776753c21d82f4beabf5f34cb638b6a324e3f2fb4663984771973fa2
1,646,406,2349,0,0,0,38,38,38,0,0,0,0,0,0,646,406,2349,msdb,10/23/2020 14:45:02,c2068250b7cc9d292f7e8ccbea5c8cfa15cc9d55d935d540f6a5959ba896e626
4706,167733,10,9051,0,0,48,14292,3,20,25,0,5,0,0,0,178147,10,65613,StackOverflow2010,10/23/2020 14:45:02,7bd85c3a6dea7b00a99fe584b38041eb067ce328c3855a48a18300949fee1f79
5,1562,133,1587,0,0,0,30,6,6,0,0,0,0,0,0,1565,133,1588,msdb,10/23/2020 14:45:02,8217106256f8f3a4ec0963b563c800345d2766f4c745864f4372761afe5334c6
1,1221,859,180185,0,0,0,6,0,94,0,0,0,0,0,0,1222,861,190587,msdb,10/23/2020 14:45:02,ed4260ca6c4d3f06ce4cc514996ce13c1d2d5ef2fcd4147a8f22df8801a07277
2,2652,767,3537,0,0,0,12,6,23,0,0,1,0,0,0,2654,768,62564,msdb,10/23/2020 14:45:02,2d4265199be88c42d080f1f9cdb4078d427f8d625306a77a95effdb292e61da2
2,1702,526,1441,0,0,0,344,172,172,0,0,0,0,0,0,1702,526,1441,,10/23/2020 14:45:02,b83e8bdcce1975988510f57c816f61ea3f66b1c98d22c4534412e5c297e1a85a
Metadata
NumberOfCores=1
AmountOfRamInGb=8
ServerName=appvm
IsDbStorageSsd=
tempdb
False
StackOverflow2010
False
model
False
master
False
msdb
False
EndMapping
HaEnabled=
StackOverflow2010
0
EndMapping
ReplicationEnabled=
StackOverflow2010
0
EndMapping
DbSize=
tempdb
24.000000
StackOverflow2010
9340.257812
model
16.000000
master
6.687500
msdb
37.875000
EndMapping
IsBufferPoolEnabled=False
